mass__g_,reclat,reclong
122.1,-84.0,168.0
130.8,-84.0,168.0
143.1,-84.0,168.0
191.7,-84.0,168.0
179.1,-84.0,168.0
191.8,-84.0,168.0
82.4,-84.0,168.0
69.6,-84.0,168.0
3.7,-84.0,168.0
18.2,-84.0,168.0
139.9,-84.0,168.0
100.4,-84.0,168.0
129.8,-84.0,168.0
2.0,-84.0,168.0
6.3,-84.0,168.0
16.7,-84.0,168.0
23.0,-84.0,168.0
130.2,-84.0,168.0
98.0,-84.0,168.0
71.2,-84.0,168.0
8.9,-84.0,168.0
16.5,-84.0,168.0
1.3,-84.0,168.0
1.3,-84.0,168.0
2.8,-84.0,168.0
87.3,-84.0,168.0
4.9,-84.0,168.0
4.6,-84.0,168.0
96.9,-84.0,168.0
39.0,-84.0,168.0
22.2,-84.0,168.0
1.9,-84.0,168.0
6.1,-84.0,168.0
10.7,-84.0,168.0
15.1,-84.0,168.0
1.3,-84.0,168.0
5.5,-84.0,168.0
16.4,-84.0,168.0
36.1,-84.0,168.0
19.2,-84.0,168.0
5.5,-84.0,168.0
14.0,-84.0,168.0
17.8,-84.0,168.0
0.9,-84.0,168.0
22.4,-84.0,168.0
15.4,-84.0,168.0
45.9,-84.0,168.0
28.6,-84.0,168.0
1.4,-84.0,168.0
6.3,-84.0,168.0
69.4,-84.0,168.0
34.5,-84.0,168.0
7.1,-84.0,168.0
12.4,-84.0,168.0
19.6,-84.0,168.0
1.8,-84.0,168.0
28.7,-84.0,168.0
11.5,-84.0,168.0
43.4,-84.0,168.0
548.9,-84.0,168.0
302.4,-84.0,168.0
198.3,-84.0,168.0
44.8,-84.0,168.0
100.0,-84.0,168.0
6.7,-84.0,168.0
0.68,-84.0,168.0
9.4,-84.0,168.0
86.1,-84.0,168.0
195.5,-84.0,168.0
211.7,-84.0,168.0
29.1,-84.0,168.0
2.0,-84.0,168.0
17.7,-84.0,168.0
3.0,-84.0,168.0
5.9,-84.0,168.0
132.1,-84.0,168.0
59.5,-84.0,168.0
2.8,-84.0,168.0
7.5,-84.0,168.0
2.35,-84.0,168.0
0.98,-84.0,168.0
0.6,-84.0,168.0
48.9,-84.0,168.0
39.7,-84.0,168.0
30.5,-84.0,168.0
1.75,-84.0,168.0
1.7,-84.0,168.0
1.7,-84.0,168.0
1.3,-84.0,168.0
1.6,-84.0,168.0
3.7,-84.0,168.0
15.7,-84.0,168.0
4.0,-84.0,168.0
8.8,-84.0,168.0
1.3,-84.0,168.0
2.6,-84.0,168.0
4.8,-84.0,168.0
7.1,-84.0,168.0
11.2,-84.0,168.0
1384.3,-84.0,168.0
13.9,-84.0,168.0
20.0,-84.0,168.0
2.8,-84.0,168.0
3.5,-84.0,168.0
2.4,-84.0,168.0
1.8,-84.0,168.0
67.3,-84.0,168.0
23.2,-84.0,168.0
1.7,-84.0,168.0
32.4,-84.0,168.0
8.7,-84.0,168.0
1.38,-84.0,168.0
15.3,-84.0,168.0
12.3,-84.0,168.0
1.7,-84.0,168.0
43.6,-84.0,168.0
1.6,-84.0,168.0
7.7,-84.0,168.0
72.6,-84.0,168.0
1.8,-84.0,168.0
10.6,-84.0,168.0
72.7,-84.0,168.0
52.7,-84.0,168.0
5.1,-84.0,168.0
1.7,-84.0,168.0
2427.9,-84.0,168.0
1.3,-84.0,168.0
12.2,-84.0,168.0
1.2,-84.0,168.0
12.3,-84.0,168.0
12.12,-84.0,168.0
18.1,-84.0,168.0
5.06,-84.0,168.0
10.36,-84.0,168.0
17.18,-84.0,168.0
5.43,-84.0,168.0
4.76,-84.0,168.0
8.68,-84.0,168.0
5.49,-84.0,168.0
58.48,-84.0,168.0
51.54,-84.0,168.0
27.09,-84.0,168.0
63.3,-84.0,168.0
1007.5,-84.0,168.0
0.96,-84.0,168.0
7.39,-84.0,168.0
0.79,-84.0,168.0
4.61,-84.0,168.0
3.88,-84.0,168.0
15.47,-84.0,168.0
3.8,-84.0,168.0
1.26,-84.0,168.0
11.55,-84.0,168.0
1.3,-84.0,168.0
19.69,-84.0,168.0
1.32,-84.0,168.0
1.0,-84.0,168.0
2.1,-84.0,168.0
9.6,-84.0,168.0
4.8,-84.0,168.0
7.8,-84.0,168.0
286.6,-84.0,168.0
1.9,-84.0,168.0
0.55,-84.0,168.0
26.66,-84.0,168.0
14.45,-84.0,168.0
15.23,-84.0,168.0
52.2,-84.0,168.0
11.1,-84.0,168.0
22.7,-84.0,168.0
58.2,-84.0,168.0
8.8,-84.0,168.0
18.5,-84.0,168.0
72.8,-84.0,168.0
706.0,-84.0,168.0
101.4,-84.0,168.0
488.9,-84.0,168.0
305.9,-84.0,168.0
236.6,-84.0,168.0
163.2,-84.0,168.0
205.7,-84.0,168.0
348.9,-84.0,168.0
143.7,-84.0,168.0
340.3,-84.0,168.0
910.9,-84.0,168.0
314.1,-84.0,168.0
272.1,-84.0,168.0
214.8,-84.0,168.0
153.5,-84.0,168.0
122.5,-84.0,168.0
141.3,-84.0,168.0
139.5,-84.0,168.0
32.7,-84.0,168.0
36.7,-84.0,168.0
143.0,-84.0,168.0
99.4,-84.0,168.0
60.8,-84.0,168.0
27.6,-84.0,168.0
93.5,-84.0,168.0
32.0,-84.0,168.0
19.8,-84.0,168.0
57.9,-84.0,168.0
34.7,-84.0,168.0
17.4,-84.0,168.0
66.5,-84.0,168.0
94.2,-84.0,168.0
123.7,-84.0,168.0
25.0,-84.0,168.0
37.9,-84.0,168.0
33.5,-84.0,168.0
91.2,-84.0,168.0
5.0,-84.0,168.0
59.9,-84.0,168.0
39.0,-84.0,168.0
14.9,-84.0,168.0
37.6,-84.0,168.0
62.5,-84.0,168.0
83.9,-84.0,168.0
108.5,-84.0,168.0
37.2,-84.0,168.0
29.2,-84.0,168.0
86.3,-84.0,168.0
22.6,-84.0,168.0
20.8,-84.0,168.0
8.6,-84.0,168.0
7.3,-84.0,168.0
19.8,-84.0,168.0
11.0,-84.0,168.0
30.8,-84.0,168.0
3.9,-84.0,168.0
25.5,-84.0,168.0
16.3,-84.0,168.0
16.3,-84.0,168.0
22.2,-84.0,168.0
52.4,-84.0,168.0
7.6,-84.0,168.0
7.1,-84.0,168.0
1.7,-84.0,168.0
1.7,-84.0,168.0
34.4,-84.0,168.0
6.6,-84.0,168.0
6.6,-84.0,168.0
0.5,-84.0,168.0
1.0,-84.0,168.0
0.1,-84.0,168.0
4.6,-84.0,168.0
20.5,-84.0,168.0
21.3,-84.0,168.0
56.8,-84.0,168.0
37.4,-84.0,168.0
3.3,-84.0,168.0
26.6,-84.0,168.0
58.1,-84.0,168.0
41.5,-84.0,168.0
19.0,-84.0,168.0
4.3,-84.0,168.0
4.6,-84.0,168.0
2.1,-84.0,168.0
8.0,-84.0,168.0
3.3,-84.0,168.0
8.7,-84.0,168.0
37.1,-84.0,168.0
27.3,-84.0,168.0
8.9,-84.0,168.0
17.8,-84.0,168.0
17.8,-84.0,168.0
76.0,-84.0,168.0
68.9,-84.0,168.0
479.6,-84.0,168.0
313.6,-84.0,168.0
8.1,-84.0,168.0
18.0,-84.0,168.0
15.5,-84.0,168.0
5.7,-84.0,168.0
2.7,-84.0,168.0
12.4,-84.0,168.0
3.5,-84.0,168.0
20.4,-84.0,168.0
12.0,-84.0,168.0
13.7,-84.0,168.0
8.7,-84.0,168.0
25.1,-84.0,168.0
24.5,-84.0,168.0
3.7,-84.0,168.0
22.9,-84.0,168.0
14.3,-84.0,168.0
3.2,-84.0,168.0
51.0,-84.0,168.0
27.2,-84.0,168.0
34.5,-84.0,168.0
27.6,-84.0,168.0
12.6,-84.0,168.0
2.2,-84.0,168.0
1.5,-84.0,168.0
4.6,-84.0,168.0
10.0,-84.0,168.0
7.6,-84.0,168.0
16.5,-84.0,168.0
13.6,-84.0,168.0
20.8,-84.0,168.0
24.3,-84.0,168.0
20.9,-84.0,168.0
14.1,-84.0,168.0
32.9,-84.0,168.0
31.5,-84.0,168.0
5.9,-84.0,168.0
5.2,-84.0,168.0
18.5,-84.0,168.0
29.1,-84.0,168.0
29.1,-84.0,168.0
0.8,-84.0,168.0
1.6,-84.0,168.0
1.6,-84.0,168.0
7.5,-84.0,168.0
9.1,-84.0,168.0
27.2,-84.0,168.0
6.2,-84.0,168.0
4.8,-84.0,168.0
45.2,-84.0,168.0
45.2,-84.0,168.0
32.3,-84.0,168.0
1.4,-84.0,168.0
4.8,-84.0,168.0
8.7,-84.0,168.0
11.9,-84.0,168.0
7.3,-84.0,168.0
5.6,-84.0,168.0
2.4,-84.0,168.0
11.8,-84.0,168.0
43.5,-84.0,168.0
44.6,-84.0,168.0
70.2,-84.0,168.0
58.8,-84.0,168.0
29.8,-84.0,168.0
2.8,-84.0,168.0
41.4,-84.0,168.0
53.8,-84.0,168.0
13.7,-84.0,168.0
232.5,-84.0,168.0
89.8,-84.0,168.0
109.7,-84.0,168.0
83.9,-84.0,168.0
134.9,-84.0,168.0
37.8,-84.0,168.0
2.4,-84.0,168.0
5.5,-84.0,168.0
3.3,-84.0,168.0
59.2,-84.0,168.0
7.1,-84.0,168.0
3.9,-84.0,168.0
36.8,-84.0,168.0
4.6,-84.0,168.0
4.0,-84.0,168.0
1.2,-84.0,168.0
3.3,-84.0,168.0
20.6,-84.0,168.0
20.6,-84.0,168.0
30.4,-84.0,168.0
17.2,-84.0,168.0
14.1,-84.0,168.0
14.6,-84.0,168.0
17.0,-84.0,168.0
38.0,-84.0,168.0
17.6,-84.0,168.0
85.0,-84.0,168.0
4.8,-84.0,168.0
57.9,-84.0,168.0
8.1,-84.0,168.0
9.6,-84.0,168.0
9.9,-84.0,168.0
8.1,-84.0,168.0
4.8,-84.0,168.0
10.0,-84.0,168.0
8.9,-84.0,168.0
4.6,-84.0,168.0
14.3,-84.0,168.0
9.8,-84.0,168.0
1.5,-84.0,168.0
5.0,-84.0,168.0
11.2,-84.0,168.0
47.6,-84.0,168.0
39.3,-84.0,168.0
3.0,-84.0,168.0
17.2,-84.0,168.0
9.5,-84.0,168.0
1.1,-84.0,168.0
32.3,-84.0,168.0
1.2,-84.0,168.0
12.0,-84.0,168.0
2.3,-84.0,168.0
46.9,-84.0,168.0
9.6,-84.0,168.0
7.0,-84.0,168.0
7.0,-84.0,168.0
50.7,-84.0,168.0
26.0,-84.0,168.0
43.6,-84.0,168.0
8.4,-84.0,168.0
8.4,-84.0,168.0
8.9,-84.0,168.0
31.9,-84.0,168.0
3.6,-84.0,168.0
3.6,-84.0,168.0
0.4,-84.0,168.0
6.6,-84.0,168.0
2.8,-84.0,168.0
2.8,-84.0,168.0
23.2,-84.0,168.0
47.2,-84.0,168.0
31.2,-84.0,168.0
23.4,-84.0,168.0
37.4,-84.0,168.0
15.5,-84.0,168.0
28.4,-84.0,168.0
19.4,-84.0,168.0
36.9,-84.0,168.0
21.5,-84.0,168.0
1.8,-84.0,168.0
13.9,-84.0,168.0
2.8,-84.0,168.0
15.6,-84.0,168.0
61.0,-84.0,168.0
9.3,-84.0,168.0
22.0,-84.0,168.0
32.7,-84.0,168.0
27.3,-84.0,168.0
10.2,-84.0,168.0
23.1,-84.0,168.0
1.8,-84.0,168.0
37.2,-84.0,168.0
23.9,-84.0,168.0
58.2,-84.0,168.0
23.0,-84.0,168.0
14.1,-84.0,168.0
2.4,-84.0,168.0
2.5,-84.0,168.0
4.3,-84.0,168.0
24.7,-84.0,168.0
4.7,-84.0,168.0
4.7,-84.0,168.0
18.8,-84.0,168.0
18.8,-84.0,168.0
29.5,-84.0,168.0
3.8,-84.0,168.0
13.4,-84.0,168.0
5.8,-84.0,168.0
5.8,-84.0,168.0
7.4,-84.0,168.0
25.3,-84.0,168.0
4.2,-84.0,168.0
20.1,-84.0,168.0
2.0,-84.0,168.0
7.5,-84.0,168.0
7.8,-84.0,168.0
96.4,-84.0,168.0
96.4,-84.0,168.0
20.1,-84.0,168.0
46.9,-84.0,168.0
43.3,-84.0,168.0
12.2,-84.0,168.0
5.8,-84.0,168.0
70.4,-84.0,168.0
27.8,-84.0,168.0
36.5,-84.0,168.0
11.5,-84.0,168.0
43.5,-84.0,168.0
9.7,-84.0,168.0
1.9,-84.0,168.0
7.5,-84.0,168.0
9.7,-84.0,168.0
21.7,-84.0,168.0
31.9,-84.0,168.0
40.8,-84.0,168.0
24.8,-84.0,168.0
47.5,-84.0,168.0
9.1,-84.0,168.0
25.0,-84.0,168.0
20.1,-84.0,168.0
15.0,-84.0,168.0
8.9,-84.0,168.0
14.1,-84.0,168.0
73.3,-84.0,168.0
28.4,-84.0,168.0
12.8,-84.0,168.0
85.6,-84.0,168.0
8.1,-84.0,168.0
13.8,-84.0,168.0
3.2,-84.0,168.0
1.3,-84.0,168.0
1.0,-84.0,168.0
5.4,-84.0,168.0
4.2,-84.0,168.0
4.2,-84.0,168.0
1.7,-84.0,168.0
2.7,-84.0,168.0
31.9,-84.0,168.0
2.8,-84.0,168.0
28.6,-84.0,168.0
12.5,-84.0,168.0
21.5,-84.0,168.0
54.3,-84.0,168.0
3.5,-84.0,168.0
6.6,-84.0,168.0
64.9,-84.0,168.0
21.5,-84.0,168.0
25.3,-84.0,168.0
7.3,-84.0,168.0
38.8,-84.0,168.0
54.5,-84.0,168.0
16.8,-84.0,168.0
75.8,-84.0,168.0
41.1,-84.0,168.0
31.2,-84.0,168.0
34.4,-84.0,168.0
42.3,-84.0,168.0
43.0,-84.0,168.0
116.3,-84.0,168.0
20.0,-84.0,168.0
20.5,-84.0,168.0
16.0,-84.0,168.0
18.0,-84.0,168.0
29.6,-84.0,168.0
2.4,-84.0,168.0
25.6,-84.0,168.0
5.5,-84.0,168.0
5.5,-84.0,168.0
3.0,-84.0,168.0
12.2,-84.0,168.0
8.7,-84.0,168.0
4.7,-84.0,168.0
1.3,-84.0,168.0
23.2,-84.0,168.0
29.0,-84.0,168.0
10.6,-84.0,168.0
15.2,-84.0,168.0
7.9,-84.0,168.0
37.1,-84.0,168.0
36.3,-84.0,168.0
28.9,-84.0,168.0
42.1,-84.0,168.0
39.9,-84.0,168.0
101.6,-84.0,168.0
106.2,-84.0,168.0
37.3,-84.0,168.0
14.7,-84.0,168.0
1.9,-84.0,168.0
3.0,-84.0,168.0
2.6,-84.0,168.0
5.1,-84.0,168.0
60.2,-84.0,168.0
42.2,-84.0,168.0
32.6,-84.0,168.0
76.0,-84.0,168.0
35.8,-84.0,168.0
20.5,-84.0,168.0
22.6,-84.0,168.0
17.4,-84.0,168.0
10.9,-84.0,168.0
11.8,-84.0,168.0
24.7,-84.0,168.0
7.3,-84.0,168.0
8.2,-84.0,168.0
9.8,-84.0,168.0
13.5,-84.0,168.0
1.6,-84.0,168.0
1.5,-84.0,168.0
2.4,-84.0,168.0
6.4,-84.0,168.0
16.3,-84.0,168.0
3.0,-84.0,168.0
2.3,-84.0,168.0
13.9,-84.0,168.0
30.9,-84.0,168.0
7.2,-84.0,168.0
8.4,-84.0,168.0
23.7,-84.0,168.0
52.7,-84.0,168.0
27.3,-84.0,168.0
17.1,-84.0,168.0
7.4,-84.0,168.0
7.2,-84.0,168.0
33.7,-84.0,168.0
83.5,-84.0,168.0
10.1,-84.0,168.0
9.4,-84.0,168.0
27.7,-84.0,168.0
27.7,-84.0,168.0
0.5,-84.0,168.0
1.2,-84.0,168.0
4.2,-84.0,168.0
22.2,-84.0,168.0
2.8,-84.0,168.0
1.3,-84.0,168.0
101.8,-84.0,168.0
101.8,-84.0,168.0
8.9,-84.0,168.0
8.4,-84.0,168.0
3.6,-84.0,168.0
34.5,-84.0,168.0
2.4,-84.0,168.0
1.2,-84.0,168.0
1.1,-84.0,168.0
1.1,-84.0,168.0
2.9,-84.0,168.0
48.3,-84.0,168.0
1.2,-84.0,168.0
4.8,-84.0,168.0
15.5,-84.0,168.0
1.6,-84.0,168.0
2.6,-84.0,168.0
5.1,-84.0,168.0
1.7,-84.0,168.0
1.7,-84.0,168.0
2.4,-84.0,168.0
2.4,-84.0,168.0
0.8,-84.0,168.0
4.1,-84.0,168.0
42.5,-84.0,168.0
29.0,-84.0,168.0
1.2,-84.0,168.0
1.2,-84.0,168.0
3.3,-84.0,168.0
6.7,-84.0,168.0
2.2,-84.0,168.0
41.4,-84.0,168.0
38.5,-84.0,168.0
26.5,-84.0,168.0
80.5,-84.0,168.0
130.0,-84.0,168.0
33.3,-84.0,168.0
25.2,-84.0,168.0
15.3,-84.0,168.0
22.5,-84.0,168.0
2.9,-84.0,168.0
2.2,-84.0,168.0
5.2,-84.0,168.0
2.2,-84.0,168.0
2.1,-84.0,168.0
1.5,-84.0,168.0
16.3,-84.0,168.0
1.1,-84.0,168.0
2.1,-84.0,168.0
3.6,-84.0,168.0
12.3,-84.0,168.0
1.2,-84.0,168.0
9.1,-84.0,168.0
3.5,-84.0,168.0
3.5,-84.0,168.0
2.0,-84.0,168.0
8.6,-84.0,168.0
29.2,-84.0,168.0
28.6,-84.0,168.0
78.8,-84.0,168.0
37.6,-84.0,168.0
78.5,-84.0,168.0
26.1,-84.0,168.0
92.8,-84.0,168.0
7.7,-84.0,168.0
10.1,-84.0,168.0
3.5,-84.0,168.0
4.4,-84.0,168.0
22.8,-84.0,168.0
5.7,-84.0,168.0
3.4,-84.0,168.0
3.3,-84.0,168.0
33.9,-84.0,168.0
3.3,-84.0,168.0
3.3,-84.0,168.0
56.5,-84.0,168.0
173.1,-84.0,168.0
19.0,-84.0,168.0
31.9,-84.0,168.0
8.6,-84.0,168.0
72.0,-84.0,168.0
16.8,-84.0,168.0
9.8,-84.0,168.0
6.5,-84.0,168.0
14.5,-84.0,168.0
0.9,-84.0,168.0
4.8,-84.0,168.0
4.6,-84.0,168.0
49.4,-84.0,168.0
127.3,-84.0,168.0
26.6,-84.0,168.0
48.8,-84.0,168.0
29.5,-84.0,168.0
17.8,-84.0,168.0
18.5,-84.0,168.0
24.0,-84.0,168.0
7.2,-84.0,168.0
2.9,-84.0,168.0
8.9,-84.0,168.0
1.7,-84.0,168.0
9.4,-84.0,168.0
37.7,-84.0,168.0
30.4,-84.0,168.0
27.7,-84.0,168.0
9.8,-84.0,168.0
31.1,-84.0,168.0
71.1,-84.0,168.0
116.8,-84.0,168.0
38.0,-84.0,168.0
23.8,-84.0,168.0
2.3,-84.0,168.0
4.1,-84.0,168.0
9.2,-84.0,168.0
21.2,-84.0,168.0
2.9,-84.0,168.0
14.7,-84.0,168.0
11.7,-84.0,168.0
2.0,-84.0,168.0
6.1,-84.0,168.0
2.7,-84.0,168.0
1.4,-84.0,168.0
3.7,-84.0,168.0
7.8,-84.0,168.0
1.3,-84.0,168.0
14.0,-84.0,168.0
56.3,-84.0,168.0
9.7,-84.0,168.0
2.6,-84.0,168.0
3.7,-84.0,168.0
5.5,-84.0,168.0
10.7,-84.0,168.0
5.0,-84.0,168.0
19.7,-84.0,168.0
19.3,-84.0,168.0
13.3,-84.0,168.0
6.6,-84.0,168.0
6.8,-84.0,168.0
13.2,-84.0,168.0
12.6,-84.0,168.0
18.3,-84.0,168.0
50.1,-84.0,168.0
1.9,-84.0,168.0
1.6,-84.0,168.0
7.2,-84.0,168.0
41.3,-84.0,168.0
34.1,-84.0,168.0
3.2,-84.0,168.0
1.6,-84.0,168.0
3.8,-84.0,168.0
20.6,-84.0,168.0
23.6,-84.0,168.0
21.8,-84.0,168.0
26.8,-84.0,168.0
8.8,-84.0,168.0
1.1,-84.0,168.0
1.1,-84.0,168.0
35.4,-84.0,168.0
55.0,-84.0,168.0
24.3,-84.0,168.0
20.1,-84.0,168.0
6.9,-84.0,168.0
14.2,-84.0,168.0
8.9,-84.0,168.0
3.9,-84.0,168.0
7.7,-84.0,168.0
11.6,-84.0,168.0
5.7,-84.0,168.0
2.0,-84.0,168.0
3.2,-84.0,168.0
3.2,-84.0,168.0
6.8,-84.0,168.0
6.9,-84.0,168.0
6.9,-84.0,168.0
2.9,-84.0,168.0
4.7,-84.0,168.0
4.7,-84.0,168.0
4.2,-84.0,168.0
1.9,-84.0,168.0
6.8,-84.0,168.0
3.3,-84.0,168.0
4.6,-84.0,168.0
26.7,-84.0,168.0
3.4,-84.0,168.0
7.4,-84.0,168.0
2.4,-84.0,168.0
12.9,-84.0,168.0
23.8,-84.0,168.0
4.0,-84.0,168.0
7.0,-84.0,168.0
25.2,-84.0,168.0
4.3,-84.0,168.0
1.1,-84.0,168.0
55.7,-84.0,168.0
18.1,-84.0,168.0
1.8,-84.0,168.0
1.8,-84.0,168.0
25.6,-84.0,168.0
48.1,-84.0,168.0
81.0,-84.0,168.0
43.7,-84.0,168.0
2.6,-84.0,168.0
5.8,-84.0,168.0
13.4,-84.0,168.0
3.8,-84.0,168.0
26.8,-84.0,168.0
77.6,-84.0,168.0
150.4,-84.0,168.0
21.1,-84.0,168.0
5.7,-84.0,168.0
12.5,-84.0,168.0
23.5,-84.0,168.0
25.9,-84.0,168.0
31.2,-84.0,168.0
1.8,-84.0,168.0
1.9,-84.0,168.0
1.9,-84.0,168.0
11.9,-84.0,168.0
12.7,-84.0,168.0
117.0,-84.0,168.0
62.9,-84.0,168.0
21.8,-84.0,168.0
3.1,-84.0,168.0
5.9,-84.0,168.0
3.8,-84.0,168.0
4.3,-84.0,168.0
7.8,-84.0,168.0
7.5,-84.0,168.0
1.4,-84.0,168.0
1.3,-84.0,168.0
12.4,-84.0,168.0
1.7,-84.0,168.0
1.7,-84.0,168.0
4.4,-84.0,168.0
4.4,-84.0,168.0
0.7,-84.0,168.0
5.3,-84.0,168.0
6.6,-84.0,168.0
12.0,-84.0,168.0
12.2,-84.0,168.0
24.1,-84.0,168.0
30.6,-84.0,168.0
10.6,-84.0,168.0
42.1,-84.0,168.0
22.7,-84.0,168.0
9.6,-84.0,168.0
35.7,-84.0,168.0
52.0,-84.0,168.0
79.1,-84.0,168.0
74.7,-84.0,168.0
58.7,-84.0,168.0
110.9,-84.0,168.0
38.7,-84.0,168.0
1.7,-84.0,168.0
52.1,-84.0,168.0
167.6,-84.0,168.0
70.5,-84.0,168.0
11.7,-84.0,168.0
4.5,-84.0,168.0
16.2,-84.0,168.0
10.6,-84.0,168.0
12.2,-84.0,168.0
10.1,-84.0,168.0
10.1,-84.0,168.0
7.0,-84.0,168.0
16.4,-84.0,168.0
3.7,-84.0,168.0
3.1,-84.0,168.0
1.3,-84.0,168.0
4.1,-84.0,168.0
12.9,-84.0,168.0
19.8,-84.0,168.0
19.8,-84.0,168.0
3.8,-84.0,168.0
1.4,-84.0,168.0
1.7,-84.0,168.0
7.1,-84.0,168.0
7.1,-84.0,168.0
0.9,-84.0,168.0
37.6,-84.0,168.0
182.4,-84.0,168.0
31.9,-84.0,168.0
65.0,-84.0,168.0
14.7,-84.0,168.0
13.8,-84.0,168.0
82.9,-84.0,168.0
121.1,-84.0,168.0
38.9,-84.0,168.0
44.3,-84.0,168.0
15.3,-84.0,168.0
13.6,-84.0,168.0
1.8,-84.0,168.0
27.4,-84.0,168.0
3.4,-84.0,168.0
20.5,-84.0,168.0
20.5,-84.0,168.0
3.4,-84.0,168.0
4.7,-84.0,168.0
2.8,-84.0,168.0
40.0,-84.0,168.0
99.9,-84.0,168.0
22.8,-84.0,168.0
47.5,-84.0,168.0
26.6,-84.0,168.0
13.0,-84.0,168.0
31.9,-84.0,168.0
5.7,-84.0,168.0
5.8,-84.0,168.0
0.7,-84.0,168.0
2.6,-84.0,168.0
2.5,-84.0,168.0
14.3,-84.0,168.0
3.2,-84.0,168.0
2.9,-84.0,168.0
3.9,-84.0,168.0
18.3,-84.0,168.0
18.3,-84.0,168.0
2.1,-84.0,168.0
3.3,-84.0,168.0
2.2,-84.0,168.0
9.2,-84.0,168.0
15.3,-84.0,168.0
31.3,-84.0,168.0
31.4,-84.0,168.0
12.0,-84.0,168.0
5.1,-84.0,168.0
1.6,-84.0,168.0
4.8,-84.0,168.0
29.4,-84.0,168.0
49.3,-84.0,168.0
21.0,-84.0,168.0
15.1,-84.0,168.0
18.0,-84.0,168.0
22.9,-84.0,168.0
36.1,-84.0,168.0
15.9,-84.0,168.0
6.0,-84.0,168.0
2.3,-84.0,168.0
13.7,-84.0,168.0
5.7,-84.0,168.0
6.9,-84.0,168.0
8.3,-84.0,168.0
1.4,-84.0,168.0
14.8,-84.0,168.0
3.8,-84.0,168.0
3.8,-84.0,168.0
9.6,-84.0,168.0
6.7,-84.0,168.0
3.6,-84.0,168.0
2.1,-84.0,168.0
11.0,-84.0,168.0
18.9,-84.0,168.0
5.3,-84.0,168.0
43.6,-84.0,168.0
21.0,-84.0,168.0
14.5,-84.0,168.0
51.1,-84.0,168.0
6.5,-84.0,168.0
5.0,-84.0,168.0
2.7,-84.0,168.0
42.0,-84.0,168.0
1.7,-84.0,168.0
12.9,-84.0,168.0
8.8,-84.0,168.0
34.8,-84.0,168.0
17.6,-84.0,168.0
72.7,-84.0,168.0
10.0,-84.0,168.0
5.2,-84.0,168.0
4.7,-84.0,168.0
1.8,-84.0,168.0
4.1,-84.0,168.0
81.3,-84.0,168.0
8.2,-84.0,168.0
35.4,-84.0,168.0
49.1,-84.0,168.0
68.6,-84.0,168.0
8.4,-84.0,168.0
20.5,-84.0,168.0
6.0,-84.0,168.0
8.9,-84.0,168.0
48.8,-84.0,168.0
16.2,-84.0,168.0
31.3,-84.0,168.0
34.7,-84.0,168.0
21.2,-84.0,168.0
14.2,-84.0,168.0
23.1,-84.0,168.0
9.6,-84.0,168.0
3.1,-84.0,168.0
3.0,-84.0,168.0
3.0,-84.0,168.0
2166.4,-84.0,168.0
747.2,-84.0,168.0
57.8,-84.0,168.0
45.5,-84.0,168.0
46.9,-84.0,168.0
46.9,-84.0,168.0
73.2,-84.0,168.0
73.2,-84.0,168.0
0.3,-84.0,168.0
0.5,-84.0,168.0
0.2,-84.0,168.0
2.4,-84.0,168.0
2.6,-84.0,168.0
2.6,-84.0,168.0
0.7,-84.0,168.0
0.1,-84.0,168.0
20.0,-84.0,168.0
21.4,-84.0,168.0
3.6,-84.0,168.0
5.6,-84.0,168.0
2.2,-84.0,168.0
1.4,-84.0,168.0
0.7,-84.0,168.0
2.2,-84.0,168.0
0.9,-84.0,168.0
1.5,-84.0,168.0
198.0,-84.0,168.0
118.2,-84.0,168.0
113.8,-84.0,168.0
356.8,-84.0,168.0
336.1,-84.0,168.0
13.8,-84.0,168.0
4.5,-84.0,168.0
9.3,-84.0,168.0
1.7,-84.0,168.0
1.4,-84.0,168.0
10.2,-84.0,168.0
0.9,-84.0,168.0
1.9,-84.0,168.0
7.5,-84.0,168.0
1.85,-84.0,168.0
23.2,-84.0,168.0
29.9,-84.0,168.0
1.25,-84.0,168.0
30.8,-84.0,168.0
21.3,-84.0,168.0
7.8,-84.0,168.0
5.4,-84.0,168.0
14.7,-84.0,168.0
8.4,-84.0,168.0
20.5,-84.0,168.0
13.9,-84.0,168.0
4.7,-84.0,168.0
1.45,-84.0,168.0
5.0,-84.0,168.0
2.7,-84.0,168.0
3.5,-84.0,168.0
5.9,-84.0,168.0
5.9,-84.0,168.0
4.2,-84.0,168.0
4.2,-84.0,168.0
3.1,-84.0,168.0
3.1,-84.0,168.0
1.57,-84.0,168.0
20.0,-84.0,168.0
7.5,-84.0,168.0
5.5,-84.0,168.0
1.3,-84.0,168.0
0.44,-84.0,168.0
2.8,-84.0,168.0
15.7,-84.0,168.0
6.0,-84.0,168.0
3.4,-84.0,168.0
2.2,-84.0,168.0
3.0,-84.0,168.0
16.4,-84.0,168.0
4.4,-84.0,168.0
4.4,-84.0,168.0
25.9,-84.0,168.0
20.0,-84.0,168.0
1.94,-84.0,168.0
6.1,-84.0,168.0
2.5,-84.0,168.0
23.6,-84.0,168.0
19.3,-84.0,168.0
24.7,-84.0,168.0
27.4,-84.0,168.0
19.4,-84.0,168.0
6.0,-84.0,168.0
1.69,-84.0,168.0
10.7,-84.0,168.0
